信号,信号类型,开仓时间,平仓时间,开仓价,平仓价,方向,名义资金（U）,投入(允许杠杆),实际涨跌幅,收益（U）,平仓后资金（U）,平仓类型
毕宿,星宿,2018-01-08 00:00:00+08:00,2018-01-08 17:10:00+08:00,16439.64,15265.0,多,1000.0,1300.0,-7.15%,-95.48,904.52,止损平仓
参宿,星宿,2018-01-10 00:00:00+08:00,2018-01-10 23:55:00+08:00,14655.01,14399.95,多,1000.0,800.0,-1.74%,-15.58,984.42,正常平仓
闭,建星,2018-01-10 00:00:00+08:00,2018-01-10 23:55:00+08:00,14655.01,14399.95,多,1000.0,1000.0,-1.74%,-19.48,980.52,正常平仓
轸宿,星宿,2018-01-17 00:00:00+00:00,2018-01-17 23:55:00+00:00,10899.99,10988.79,多,1000.0,1500.0,0.81%,9.05,1009.05,正常平仓
氐宿,星宿,2018-01-20 00:00:00+08:00,2018-01-20 23:55:00+08:00,11383.16,12539.05,多,1009.05,807.24,10.15%,80.15,1089.21,正常平仓
闭,建星,2018-01-22 00:00:00+08:00,2018-01-22 23:55:00+08:00,11420.99,10330.0,多,1089.21,1089.21,-9.55%,-106.18,983.03,正常平仓
尾宿,星宿,2018-01-23 00:00:00+00:00,2018-01-23 16:55:00+00:00,10760.05,11334.96,多,1089.21,871.37,5.34%,44.66,1133.86,止盈平仓
闭,建星,2018-02-03 00:00:00+08:00,2018-02-03 23:55:00+08:00,9070.0,9173.0,多,1133.86,1133.86,1.14%,10.48,1144.34,正常平仓
毕宿,星宿,2018-02-05 00:00:00+08:00,2018-02-05 16:10:00+08:00,8419.96,7827.23,多,1144.34,1487.64,-7.04%,-107.69,1036.65,止损平仓
参宿,星宿,2018-02-07 00:00:00+08:00,2018-02-07 21:20:00+08:00,7299.99,8442.97,多,1144.34,915.47,15.66%,141.2,1285.54,止盈平仓
轸宿,星宿,2018-02-14 00:00:00+00:00,2018-02-14 23:10:00+00:00,8535.17,9464.6,多,1285.54,1928.32,10.89%,205.62,1491.16,止盈平仓
闭,建星,2018-02-16 00:00:00+08:00,2018-02-16 23:55:00+08:00,9811.01,10039.98,多,1491.16,1491.16,2.33%,31.62,1522.78,正常平仓
氐宿,星宿,2018-02-17 00:00:00+08:00,2018-02-17 23:55:00+08:00,10035.05,10731.48,多,1522.78,1218.23,6.94%,81.86,1604.64,正常平仓
尾宿,星宿,2018-02-20 00:00:00+00:00,2018-02-20 22:20:00+00:00,11147.11,11774.01,多,1604.64,1283.71,5.62%,69.39,1674.04,止盈平仓
闭,建星,2018-02-28 00:00:00+08:00,2018-02-28 23:55:00+08:00,10570.0,10506.85,多,1674.04,1674.04,-0.60%,-13.5,1660.53,正常平仓
毕宿,星宿,2018-03-05 00:00:00+08:00,2018-03-05 23:55:00+08:00,11150.0,11515.61,多,1674.04,2176.25,3.28%,66.68,1740.72,正常平仓
参宿,星宿,2018-03-07 00:00:00+08:00,2018-03-07 23:55:00+08:00,10974.08,10679.56,多,1740.72,1392.58,-2.68%,-40.24,1700.48,正常平仓
闭,建星,2018-03-13 00:00:00+08:00,2018-03-13 23:55:00+08:00,9174.22,9051.0,多,1740.72,1740.72,-1.34%,-27.0,1713.72,正常平仓
轸宿,星宿,2018-03-14 00:00:00+00:00,2018-03-14 23:55:00+00:00,9151.92,8170.0,多,1740.72,2611.08,-10.73%,-285.21,1455.51,正常平仓
氐宿,星宿,2018-03-17 00:00:00+08:00,2018-03-17 23:05:00+08:00,8539.0,7892.92,多,1740.72,1392.58,-7.57%,-108.13,1632.59,止损平仓
尾宿,星宿,2018-03-20 00:00:00+00:00,2018-03-20 23:55:00+00:00,8595.01,8909.98,多,1740.72,1392.58,3.66%,48.03,1788.75,正常平仓
闭,建星,2018-03-25 00:00:00+08:00,2018-03-25 23:55:00+08:00,8950.0,8480.0,多,1788.75,1788.75,-5.25%,-97.55,1691.2,正常平仓
毕宿,星宿,2018-04-02 00:00:00+08:00,2018-04-02 23:55:00+08:00,6445.0,7020.72,多,1788.75,2325.38,8.93%,202.53,1991.28,正常平仓
参宿,星宿,2018-04-04 00:00:00+08:00,2018-04-04 23:55:00+08:00,7370.01,6785.0,多,1991.28,1593.03,-7.94%,-129.6,1861.68,正常平仓
闭,建星,2018-04-07 00:00:00+08:00,2018-04-07 23:55:00+08:00,6583.0,7010.0,多,1991.28,1991.28,6.49%,124.79,2116.07,正常平仓
轸宿,星宿,2018-04-11 00:00:00+00:00,2018-04-11 23:55:00+00:00,6839.56,6953.79,多,2116.07,3174.11,1.67%,46.27,2162.34,正常平仓
氐宿,星宿,2018-04-14 00:00:00+08:00,2018-04-14 23:55:00+08:00,8125.41,7955.01,多,2162.34,1729.87,-2.10%,-39.85,2122.49,正常平仓
尾宿,星宿,2018-04-17 00:00:00+00:00,2018-04-17 23:55:00+00:00,8064.92,7885.02,多,2162.34,1729.87,-2.23%,-42.16,2120.18,正常平仓
闭,建星,2018-04-19 00:00:00+08:00,2018-04-19 23:55:00+08:00,7994.0,8239.02,多,2162.34,2162.34,3.07%,61.64,2223.98,正常平仓
毕宿,星宿,2018-04-30 00:00:00+08:00,2018-04-30 23:55:00+08:00,9331.52,9318.06,多,2223.98,2891.17,-0.14%,-10.23,2213.75,正常平仓
闭,建星,2018-05-01 00:00:00+08:00,2018-05-01 23:55:00+08:00,9318.41,8915.09,多,2223.98,2223.98,-4.33%,-100.78,2123.2,正常平仓
参宿,星宿,2018-05-02 00:00:00+08:00,2018-05-02 23:55:00+08:00,8915.08,9155.0,多,2223.98,1779.18,2.69%,44.07,2268.05,正常平仓
轸宿,星宿,2018-05-09 00:00:00+00:00,2018-05-09 23:55:00+00:00,9178.0,9310.0,多,2268.05,3402.08,1.44%,41.72,2309.77,正常平仓
氐宿,星宿,2018-05-12 00:00:00+08:00,2018-05-12 23:55:00+08:00,8575.21,8313.13,多,2309.77,1847.82,-3.06%,-60.27,2249.5,正常平仓
闭,建星,2018-05-14 00:00:00+08:00,2018-05-14 23:55:00+08:00,8625.5,8789.12,多,2309.77,2309.77,1.90%,38.9,2348.67,正常平仓
尾宿,星宿,2018-05-15 00:00:00+00:00,2018-05-15 23:55:00+00:00,8663.37,8462.0,多,2348.67,1878.94,-2.32%,-47.55,2301.12,正常平仓
闭,建星,2018-05-26 00:00:00+08:00,2018-05-26 23:55:00+08:00,7500.02,7542.77,多,2348.67,2348.67,0.57%,8.44,2357.11,正常平仓
毕宿,星宿,2018-05-28 00:00:00+08:00,2018-05-28 23:55:00+08:00,7342.0,7220.12,多,2357.11,3064.24,-1.66%,-57.22,2299.88,正常平仓
参宿,星宿,2018-05-30 00:00:00+08:00,2018-05-30 23:55:00+08:00,7430.53,7324.81,多,2357.11,1885.69,-1.42%,-30.75,2326.36,正常平仓
轸宿,星宿,2018-06-06 00:00:00+00:00,2018-06-06 23:55:00+00:00,7626.64,7658.84,多,2357.11,3535.66,0.42%,7.48,2364.59,正常平仓
闭,建星,2018-06-08 00:00:00+08:00,2018-06-08 23:55:00+08:00,7690.38,7627.51,多,2364.59,2364.59,-0.82%,-24.27,2340.33,正常平仓
氐宿,星宿,2018-06-09 00:00:00+08:00,2018-06-09 23:55:00+08:00,7633.57,7610.0,多,2364.59,1891.67,-0.31%,-9.8,2354.79,正常平仓
尾宿,星宿,2018-06-12 00:00:00+00:00,2018-06-12 23:55:00+00:00,6872.0,6530.0,多,2364.59,1891.67,-4.98%,-97.97,2266.62,正常平仓
闭,建星,2018-06-20 00:00:00+08:00,2018-06-20 23:55:00+08:00,6739.04,6750.62,多,2364.59,2364.59,0.17%,-0.91,2363.69,正常平仓
毕宿,星宿,2018-06-25 00:00:00+08:00,2018-06-25 23:55:00+08:00,5769.86,6290.0,多,2364.59,3073.97,9.01%,270.24,2634.84,正常平仓
参宿,星宿,2018-06-27 00:00:00+08:00,2018-06-27 23:55:00+08:00,6188.01,6110.09,多,2634.84,2107.87,-1.26%,-30.93,2603.91,正常平仓
闭,建星,2018-07-02 00:00:00+08:00,2018-07-02 23:55:00+08:00,6316.14,6630.08,多,2634.84,2634.84,4.97%,125.24,2760.07,正常平仓
轸宿,星宿,2018-07-04 00:00:00+00:00,2018-07-04 23:55:00+00:00,6511.01,6586.98,多,2760.07,4140.11,1.17%,39.54,2799.62,正常平仓
氐宿,星宿,2018-07-07 00:00:00+08:00,2018-07-07 23:55:00+08:00,6564.66,6558.03,多,2799.62,2239.69,-0.10%,-6.96,2792.66,正常平仓
尾宿,星宿,2018-07-10 00:00:00+00:00,2018-07-10 23:55:00+00:00,6662.78,6296.91,多,2799.62,2239.69,-5.49%,-127.5,2672.11,正常平仓
闭,建星,2018-07-15 00:00:00+08:00,2018-07-15 23:55:00+08:00,6242.26,6385.46,多,2799.62,2799.62,2.29%,58.25,2857.87,正常平仓
毕宿,星宿,2018-07-23 00:00:00+08:00,2018-07-23 23:55:00+08:00,7527.99,7733.74,多,2857.87,3715.23,2.73%,93.59,2951.46,正常平仓
参宿,星宿,2018-07-25 00:00:00+08:00,2018-07-25 23:55:00+08:00,8182.4,8114.96,多,2951.46,2361.17,-0.82%,-24.39,2927.07,正常平仓
闭,建星,2018-07-27 00:00:00+08:00,2018-07-27 23:55:00+08:00,8208.29,8152.56,多,2951.46,2951.46,-0.68%,-26.2,2925.25,正常平仓
轸宿,星宿,2018-08-01 00:00:00+00:00,2018-08-01 23:55:00+00:00,7735.67,7604.58,多,2951.46,4427.19,-1.69%,-84.2,2867.25,正常平仓
氐宿,星宿,2018-08-04 00:00:00+08:00,2018-08-04 23:55:00+08:00,7478.87,6981.44,多,2951.46,2361.17,-6.65%,-161.77,2789.69,正常平仓
尾宿,星宿,2018-08-07 00:00:00+00:00,2018-08-07 23:55:00+00:00,6935.0,6720.06,多,2951.46,2361.17,-3.10%,-78.03,2873.43,正常平仓
闭,建星,2018-08-09 00:00:00+08:00,2018-08-09 23:55:00+08:00,6473.78,6446.0,多,2951.46,2951.46,-0.43%,-18.84,2932.62,正常平仓
毕宿,星宿,2018-08-20 00:00:00+08:00,2018-08-20 23:55:00+08:00,6409.46,6426.37,多,2951.46,3836.9,0.26%,2.05,2953.51,正常平仓
闭,建星,2018-08-21 00:00:00+08:00,2018-08-21 23:55:00+08:00,6427.44,6416.75,多,2953.51,2953.51,-0.17%,-11.1,2942.41,正常平仓
参宿,星宿,2018-08-22 00:00:00+08:00,2018-08-22 23:55:00+08:00,6416.75,6459.36,多,2953.51,2362.81,0.66%,10.71,2964.22,正常平仓
轸宿,星宿,2018-08-29 00:00:00+00:00,2018-08-29 23:55:00+00:00,7077.0,7031.22,多,2964.22,4446.33,-0.65%,-38.05,2926.17,正常平仓
氐宿,星宿,2018-09-01 00:00:00+08:00,2018-09-01 23:55:00+08:00,6959.52,7166.53,多,2964.22,2371.38,2.97%,65.45,3029.67,正常平仓
闭,建星,2018-09-02 00:00:00+08:00,2018-09-02 23:55:00+08:00,7167.02,7214.24,多,3029.67,3029.67,0.66%,13.57,3043.24,正常平仓
尾宿,星宿,2018-09-04 00:00:00+00:00,2018-09-04 23:55:00+00:00,7263.0,7359.06,多,3043.24,2434.6,1.32%,27.04,3070.29,正常平仓
闭,建星,2018-09-15 00:00:00+08:00,2018-09-15 23:55:00+08:00,6479.99,6542.22,多,3070.29,3070.29,0.96%,23.0,3093.28,正常平仓
毕宿,星宿,2018-09-17 00:00:00+08:00,2018-09-17 23:55:00+08:00,6482.0,6265.06,多,3093.28,4021.27,-3.35%,-142.82,2950.46,正常平仓
参宿,星宿,2018-09-19 00:00:00+08:00,2018-09-19 23:55:00+08:00,6360.01,6327.95,多,3093.28,2474.63,-0.50%,-17.65,3075.63,正常平仓
轸宿,星宿,2018-09-26 00:00:00+00:00,2018-09-26 23:55:00+00:00,6445.11,6465.12,多,3093.28,4639.92,0.31%,4.64,3097.93,正常平仓
闭,建星,2018-09-27 00:00:00+08:00,2018-09-27 23:55:00+08:00,6542.55,6498.97,多,3097.93,3097.93,-0.67%,-27.11,3070.82,正常平仓
氐宿,星宿,2018-09-29 00:00:00+08:00,2018-09-29 23:55:00+08:00,6673.0,6589.01,多,3097.93,2478.34,-1.26%,-36.35,3061.58,正常平仓
尾宿,星宿,2018-10-02 00:00:00+00:00,2018-10-02 23:55:00+00:00,6610.0,6525.79,多,3097.93,2478.34,-1.27%,-36.73,3061.2,正常平仓
闭,建星,2018-10-10 00:00:00+08:00,2018-10-10 23:55:00+08:00,6643.78,6588.99,多,3097.93,3097.93,-0.82%,-32.01,3065.91,正常平仓
毕宿,星宿,2018-10-15 00:00:00+08:00,2018-10-15 14:45:00+08:00,6380.76,7599.99,多,3097.93,4027.3,19.11%,759.93,3857.85,止盈平仓
参宿,星宿,2018-10-17 00:00:00+08:00,2018-10-17 23:55:00+08:00,6719.76,6748.02,多,3857.85,3086.28,0.42%,6.48,3864.34,正常平仓
闭,建星,2018-10-22 00:00:00+08:00,2018-10-22 23:55:00+08:00,6645.0,6563.49,多,3864.34,3864.34,-1.23%,-55.44,3808.89,正常平仓
轸宿,星宿,2018-10-24 00:00:00+00:00,2018-10-24 23:55:00+00:00,6553.51,6565.5,多,3864.34,5796.5,0.18%,-1.58,3862.76,正常平仓
氐宿,星宿,2018-10-27 00:00:00+08:00,2018-10-27 23:55:00+08:00,6544.49,6494.93,多,3864.34,3091.47,-0.76%,-29.86,3834.47,正常平仓
尾宿,星宿,2018-10-30 00:00:00+00:00,2018-10-30 23:55:00+00:00,6344.5,6330.87,多,3864.34,3091.47,-0.21%,-13.12,3851.22,正常平仓
闭,建星,2018-11-03 00:00:00+08:00,2018-11-03 23:55:00+08:00,6424.8,6374.0,多,3864.34,3864.34,-0.79%,-38.62,3825.72,正常平仓
毕宿,星宿,2018-11-12 00:00:00+08:00,2018-11-12 23:55:00+08:00,6380.01,6452.12,多,3864.34,5023.64,1.13%,46.15,3910.49,正常平仓
参宿,星宿,2018-11-14 00:00:00+08:00,2018-11-14 23:55:00+08:00,6460.97,6232.83,多,3910.49,3128.39,-3.53%,-116.87,3793.62,正常平仓
闭,建星,2018-11-16 00:00:00+08:00,2018-11-16 23:55:00+08:00,5675.13,5645.62,多,3910.49,3910.49,-0.52%,-28.51,3881.97,正常平仓
轸宿,星宿,2018-11-21 00:00:00+00:00,2018-11-21 23:55:00+00:00,4559.91,4661.07,多,3910.49,5865.73,2.22%,117.62,4028.11,正常平仓
氐宿,星宿,2018-11-24 00:00:00+08:00,2018-11-24 23:55:00+08:00,4406.89,4372.02,多,4028.11,3222.49,-0.79%,-32.22,3995.88,正常平仓
尾宿,星宿,2018-11-27 00:00:00+00:00,2018-11-27 23:55:00+00:00,3864.45,3875.21,多,4028.11,3222.49,0.28%,2.2,4030.3,正常平仓
闭,建星,2018-11-28 00:00:00+08:00,2018-11-28 12:45:00+08:00,3779.06,4079.18,多,4030.3,4030.3,7.94%,311.13,4341.44,止盈平仓
毕宿,星宿,2018-12-10 00:00:00+08:00,2018-12-10 23:55:00+08:00,3580.0,3428.0,多,4341.44,5643.87,-4.25%,-251.12,4090.32,正常平仓
闭,建星,2018-12-11 00:00:00+08:00,2018-12-11 23:55:00+08:00,3428.79,3353.01,多,4341.44,4341.44,-2.21%,-104.92,4236.52,正常平仓
参宿,星宿,2018-12-12 00:00:00+08:00,2018-12-12 23:55:00+08:00,3351.03,3460.3,多,4341.44,3473.15,3.26%,105.79,4447.23,正常平仓
轸宿,星宿,2018-12-19 00:00:00+00:00,2018-12-19 23:55:00+00:00,3653.0,3662.22,多,4447.23,6670.84,0.25%,2.81,4450.04,正常平仓
氐宿,星宿,2018-12-22 00:00:00+08:00,2018-12-22 23:55:00+08:00,3944.93,3830.1,多,4450.04,3560.03,-2.91%,-110.94,4339.09,正常平仓
闭,建星,2018-12-23 00:00:00+08:00,2018-12-23 23:55:00+08:00,3830.05,3907.51,多,4450.04,4450.04,2.02%,80.52,4530.56,正常平仓
尾宿,星宿,2018-12-25 00:00:00+00:00,2018-12-25 23:55:00+00:00,4010.11,3745.79,多,4530.56,3624.45,-6.59%,-246.15,4284.41,正常平仓
闭,建星,2019-01-04 00:00:00+08:00,2019-01-04 23:55:00+08:00,3807.37,3725.28,多,4530.56,4530.56,-2.16%,-107.05,4423.52,正常平仓
毕宿,星宿,2019-01-07 00:00:00+08:00,2019-01-07 23:55:00+08:00,3806.91,3969.91,多,4530.56,5889.73,4.28%,239.44,4770.0,正常平仓
参宿,星宿,2019-01-09 00:00:00+08:00,2019-01-09 23:55:00+08:00,4002.04,3958.28,多,4770.0,3816.0,-1.09%,-49.67,4720.33,正常平仓
轸宿,星宿,2019-01-16 00:00:00+00:00,2019-01-16 23:55:00+00:00,3553.06,3591.84,多,4770.0,7155.0,1.09%,62.96,4832.96,正常平仓
闭,建星,2019-01-17 00:00:00+08:00,2019-01-17 23:55:00+08:00,3591.16,3597.62,多,4832.96,4832.96,0.18%,-1.46,4831.49,正常平仓
氐宿,星宿,2019-01-19 00:00:00+08:00,2019-01-19 23:55:00+08:00,3611.09,3685.74,多,4832.96,3866.37,2.07%,71.69,4904.65,正常平仓
尾宿,星宿,2019-01-22 00:00:00+00:00,2019-01-22 23:55:00+00:00,3526.88,3570.93,多,4904.65,3923.72,1.25%,40.7,4945.35,正常平仓
闭,建星,2019-01-29 00:00:00+08:00,2019-01-29 23:55:00+08:00,3420.5,3426.62,多,4945.35,4945.35,0.18%,-1.55,4943.8,正常平仓
毕宿,星宿,2019-02-04 00:00:00+08:00,2019-02-04 23:55:00+08:00,3462.8,3459.65,多,4945.35,6428.95,-0.09%,-19.33,4926.01,正常平仓
参宿,星宿,2019-02-06 00:00:00+08:00,2019-02-06 23:55:00+08:00,3461.18,3422.02,多,4945.35,3956.28,-1.13%,-53.0,4892.35,正常平仓
闭,建星,2019-02-11 00:00:00+08:00,2019-02-11 23:55:00+08:00,3628.73,3643.0,多,4945.35,4945.35,0.39%,9.04,4954.39,正常平仓
轸宿,星宿,2019-02-13 00:00:00+00:00,2019-02-13 23:55:00+00:00,3631.51,3609.4,多,4954.39,7431.58,-0.61%,-60.78,4893.61,正常平仓
氐宿,星宿,2019-02-16 00:00:00+08:00,2019-02-16 23:55:00+08:00,3586.5,3634.41,多,4954.39,3963.51,1.34%,44.55,4998.93,正常平仓
尾宿,星宿,2019-02-19 00:00:00+00:00,2019-02-19 23:55:00+00:00,3897.35,3907.79,多,4998.93,3999.15,0.27%,2.3,5001.24,正常平仓
闭,建星,2019-02-23 00:00:00+08:00,2019-02-23 23:55:00+08:00,3954.63,3941.99,多,5001.24,5001.24,-0.32%,-26.46,4974.78,正常平仓
毕宿,星宿,2019-03-04 00:00:00+08:00,2019-03-04 23:55:00+08:00,3795.62,3713.1,多,5001.24,6501.61,-2.17%,-154.79,4846.45,正常平仓
参宿,星宿,2019-03-06 00:00:00+08:00,2019-03-06 23:55:00+08:00,3835.0,3862.6,多,5001.24,4000.99,0.72%,20.35,5021.59,正常平仓
闭,建星,2019-03-08 00:00:00+08:00,2019-03-08 23:55:00+08:00,3876.54,3908.37,多,5021.59,5021.59,0.82%,30.63,5052.22,正常平仓
轸宿,星宿,2019-03-13 00:00:00+00:00,2019-03-13 23:55:00+00:00,3882.69,3866.0,多,5052.22,7578.33,-0.43%,-48.43,5003.78,正常平仓
氐宿,星宿,2019-03-16 00:00:00+08:00,2019-03-16 23:55:00+08:00,3929.36,3989.83,多,5052.22,4041.77,1.54%,53.62,5105.84,正常平仓
尾宿,星宿,2019-03-19 00:00:00+00:00,2019-03-19 23:55:00+00:00,3987.83,4015.53,多,5105.84,4084.67,0.69%,19.76,5125.6,正常平仓
闭,建星,2019-03-20 00:00:00+08:00,2019-03-20 23:55:00+08:00,3997.93,4015.82,多,5125.6,5125.6,0.45%,12.14,5137.74,正常平仓
毕宿,星宿,2019-04-01 00:00:00+08:00,2019-04-01 23:55:00+08:00,4097.0,4145.07,多,5137.74,6679.06,1.17%,64.23,5201.97,正常平仓
闭,建星,2019-04-01 00:00:00+08:00,2019-04-01 23:55:00+08:00,4097.0,4145.07,多,5201.97,5201.97,1.17%,50.02,5251.99,正常平仓
参宿,星宿,2019-04-03 00:00:00+08:00,2019-04-03 23:55:00+08:00,4733.85,4960.19,多,5251.99,4201.59,4.78%,191.77,5443.76,正常平仓
轸宿,星宿,2019-04-10 00:00:00+00:00,2019-04-10 23:55:00+00:00,5150.0,5308.25,多,5443.76,8165.65,3.07%,233.4,5677.16,正常平仓
氐宿,星宿,2019-04-13 00:00:00+08:00,2019-04-13 23:55:00+08:00,5037.45,5051.65,多,5677.16,4541.73,0.28%,3.25,5680.41,正常平仓
闭,建星,2019-04-14 00:00:00+08:00,2019-04-14 23:55:00+08:00,5051.71,5062.34,多,5680.41,5680.41,0.21%,0.01,5680.43,正常平仓
尾宿,星宿,2019-04-16 00:00:00+00:00,2019-04-16 23:55:00+00:00,5024.95,5173.72,多,5680.43,4544.34,2.96%,124.8,5805.23,正常平仓
闭,建星,2019-04-26 00:00:00+08:00,2019-04-26 23:55:00+08:00,5432.0,5285.07,多,5805.23,5805.23,-2.70%,-168.98,5636.25,正常平仓
毕宿,星宿,2019-04-29 00:00:00+08:00,2019-04-29 23:55:00+08:00,5333.68,5231.96,多,5805.23,7546.79,-1.91%,-159.55,5645.68,正常平仓
参宿,星宿,2019-05-01 00:00:00+08:00,2019-05-01 23:55:00+08:00,5313.0,5355.35,多,5805.23,4644.18,0.80%,27.22,5832.44,正常平仓
轸宿,星宿,2019-05-08 00:00:00+00:00,2019-05-08 23:55:00+00:00,5846.34,5987.29,多,5832.44,8748.66,2.41%,192.24,6024.68,正常平仓
闭,建星,2019-05-09 00:00:00+08:00,2019-05-09 23:55:00+08:00,5953.07,6058.91,多,6024.68,6024.68,1.78%,94.31,6118.99,正常平仓
氐宿,星宿,2019-05-11 00:00:00+08:00,2019-05-11 23:55:00+08:00,6353.82,6905.57,多,6118.99,4895.19,8.68%,414.17,6533.17,正常平仓
尾宿,星宿,2019-05-14 00:00:00+00:00,2019-05-14 07:50:00+00:00,7795.62,8258.74,多,6533.17,5226.53,5.94%,299.06,6832.23,止盈平仓
闭,建星,2019-05-21 00:00:00+08:00,2019-05-21 23:55:00+08:00,7833.71,7890.49,多,6832.23,6832.23,0.72%,35.11,6867.33,正常平仓
毕宿,星宿,2019-05-27 00:00:00+08:00,2019-05-27 23:55:00+08:00,7983.18,8799.0,多,6867.33,8927.53,10.22%,892.22,7759.55,正常平仓
参宿,星宿,2019-05-29 00:00:00+08:00,2019-05-29 23:55:00+08:00,8684.78,8681.21,多,7759.55,6207.64,-0.04%,-15.58,7743.97,正常平仓
闭,建星,2019-06-02 00:00:00+08:00,2019-06-02 23:55:00+08:00,8530.21,8678.22,多,7759.55,7759.55,1.74%,118.15,7877.7,正常平仓
轸宿,星宿,2019-06-05 00:00:00+00:00,2019-06-05 23:55:00+00:00,7687.04,7776.5,多,7877.7,11816.55,1.16%,112.51,7990.21,正常平仓
氐宿,星宿,2019-06-08 00:00:00+08:00,2019-06-08 23:55:00+08:00,7928.0,7919.43,多,7990.21,6392.17,-0.11%,-20.32,7969.89,正常平仓
尾宿,星宿,2019-06-11 00:00:00+00:00,2019-06-11 23:55:00+00:00,7981.0,7884.9,多,7990.21,6392.17,-1.20%,-90.27,7899.94,正常平仓
闭,建星,2019-06-15 00:00:00+08:00,2019-06-15 23:55:00+08:00,8385.93,8750.71,多,7990.21,7990.21,4.35%,330.27,8320.48,正常平仓
毕宿,星宿,2019-06-24 00:00:00+08:00,2019-06-24 23:55:00+08:00,10812.32,10936.87,多,8320.48,10816.63,1.15%,101.71,8422.19,正常平仓
参宿,星宿,2019-06-26 00:00:00+08:00,2019-06-26 23:55:00+08:00,11385.05,12889.05,多,8422.19,6737.75,13.21%,874.6,9296.79,正常平仓
闭,建星,2019-06-27 00:00:00+08:00,2019-06-27 02:50:00+08:00,12889.05,13903.18,多,9296.79,9296.79,7.87%,710.88,10007.67,止盈平仓
轸宿,星宿,2019-07-03 00:00:00+00:00,2019-07-03 23:55:00+00:00,10844.98,11940.0,多,10007.67,15011.5,10.10%,1481.93,11489.6,正常平仓
氐宿,星宿,2019-07-06 00:00:00+08:00,2019-07-06 23:55:00+08:00,11235.28,11574.32,多,11489.6,9191.68,3.02%,257.66,11747.27,正常平仓
尾宿,星宿,2019-07-09 00:00:00+00:00,2019-07-09 23:55:00+00:00,12238.6,12543.41,多,11747.27,9397.81,2.49%,213.98,11961.25,正常平仓
闭,建星,2019-07-10 00:00:00+08:00,2019-07-10 23:55:00+08:00,12338.62,12367.91,多,11961.25,11961.25,0.24%,3.24,11964.49,正常平仓
毕宿,星宿,2019-07-22 00:00:00+08:00,2019-07-22 23:55:00+08:00,10443.54,10238.43,多,11964.49,15553.84,-1.96%,-337.67,11626.83,正常平仓
闭,建星,2019-07-22 00:00:00+08:00,2019-07-22 23:55:00+08:00,10443.54,10238.43,多,11964.49,11964.49,-1.96%,-259.74,11704.75,正常平仓
参宿,星宿,2019-07-24 00:00:00+08:00,2019-07-24 23:55:00+08:00,9930.59,9911.66,多,11964.49,9571.59,-0.19%,-38.31,11926.18,正常平仓
轸宿,星宿,2019-07-31 00:00:00+00:00,2019-07-31 23:55:00+00:00,9575.0,10080.53,多,11964.49,17946.74,5.28%,908.44,12872.93,正常平仓
氐宿,星宿,2019-08-03 00:00:00+08:00,2019-08-03 23:55:00+08:00,10612.1,10733.05,多,12872.93,10298.35,1.14%,95.58,12968.51,正常平仓
闭,建星,2019-08-03 00:00:00+08:00,2019-08-03 23:55:00+08:00,10612.1,10733.05,多,12968.51,12968.51,1.14%,120.36,13088.88,正常平仓
尾宿,星宿,2019-08-06 00:00:00+00:00,2019-08-06 23:55:00+00:00,11830.0,11481.69,多,13088.88,10471.1,-2.94%,-329.82,12759.06,正常平仓
闭,建星,2019-08-16 00:00:00+08:00,2019-08-16 23:55:00+08:00,10092.96,10386.04,多,13088.88,13088.88,2.90%,352.03,13440.91,正常平仓
毕宿,星宿,2019-08-19 00:00:00+08:00,2019-08-19 23:55:00+08:00,10388.53,10707.8,多,13440.91,17473.18,3.07%,499.52,13940.43,正常平仓
参宿,星宿,2019-08-21 00:00:00+08:00,2019-08-21 23:55:00+08:00,10744.54,9986.77,多,13940.43,11152.35,-7.05%,-808.76,13131.67,正常平仓
闭,建星,2019-08-28 00:00:00+08:00,2019-08-28 23:55:00+08:00,10190.73,10239.73,多,13940.43,13940.43,0.48%,37.67,13978.1,正常平仓
轸宿,星宿,2019-08-28 00:00:00+00:00,2019-08-28 23:55:00+00:00,10185.69,9721.0,多,13978.1,20967.15,-4.56%,-999.14,12978.96,正常平仓
氐宿,星宿,2019-08-31 00:00:00+08:00,2019-08-31 23:55:00+08:00,9589.1,9595.0,多,13978.1,11182.48,0.06%,-16.6,13961.5,正常平仓
尾宿,星宿,2019-09-03 00:00:00+00:00,2019-09-03 23:55:00+00:00,10340.0,10615.28,多,13978.1,11182.48,2.66%,273.79,14251.89,正常平仓
闭,建星,2019-09-10 00:00:00+08:00,2019-09-10 23:55:00+08:00,10321.26,10175.07,多,14251.89,14251.89,-1.42%,-231.48,14020.42,正常平仓
毕宿,星宿,2019-09-16 00:00:00+08:00,2019-09-16 23:55:00+08:00,10307.12,10117.49,多,14251.89,18527.46,-1.84%,-379.25,13872.65,正常平仓
参宿,星宿,2019-09-18 00:00:00+08:00,2019-09-18 23:55:00+08:00,10201.43,10173.4,多,14251.89,11401.51,-0.27%,-55.21,14196.68,正常平仓
闭,建星,2019-09-22 00:00:00+08:00,2019-09-22 23:55:00+08:00,10038.43,9990.64,多,14251.89,14251.89,-0.48%,-97.66,14154.23,正常平仓
